1	0
0	0
1	0
1	0
0	0
1	0
1	0
1	0
0	0
0	0
0	0
0	0
1	0
0	0
1	0
1	31
0	31
1	31
1	31
1	31
1	31
1	31
0	31
0	31
1	31
1	31
1	31
0	31
0	31
0	31
1	31
0	31
0	31
0	31
1	31
0	31
0	31
0	31
0	31
1	31
1	31
0	31
0	31
1	31
0	31
0	31
0	31
1	31
0	31
0	31
1	31
0	31
1	31
1	31
1	31
0	31
1	31
0	31
1	31
0	31
0	31
1	31
1	31
1	31
1	31
1	31
1	31
0	31
0	31
1	31
0	31
0	31
1	31
0	31
0	31
0	31
0	31
0	31
0	31
1	31
1	31
0	31
1	31
1	31
0	31
0	31
1	31
1	31
1	31
1	31
0	31
1	31
1	31
0	31
0	31
1	61
1	61
0	61
1	61
1	61
0	61
1	61
0	61
0	61
0	61
0	61
1	61
0	61
1	61
1	61
1	61
1	61
0	61
1	61
0	61
0	61
0	61
1	61
0	61
1	61
0	61
1	61
0	61
0	61
0	61
1	61
0	61
1	61
0	61
0	61
1	61
0	61
0	61
1	61
0	61
0	61
1	61
0	61
1	61
1	61
0	61
0	61
1	61
1	61
0	61
1	61
0	61
1	61
0	61
0	61
0	61
0	61
1	61
0	61
0	61
0	61
0	61
1	61
0	61
1	61
1	61
0	61
1	61
1	61
0	61
1	61
1	61
0	61
0	61
0	61
0	61
1	61
1	61
0	61
0	61
0	61
1	61
1	61
0	61
1	61
0	61
0	61
1	61
0	61
1	61
0	61
1	61
0	61
1	61
0	61
0	61
1	61
1	61
1	61
0	61
1	61
0	61
0	61
1	61
0	61
1	61
0	61
0	61
0	61
0	61
1	61
0	61
0	61
0	61
1	61
0	61
1	61
0	61
1	61
1	61
0	61
1	61
0	61
0	61
1	61
0	61
1	61
0	61
1	61
0	61
0	61
1	61
1	61
0	61
1	61
1	61
0	61
1	61
0	61
0	61
1	61
1	61
0	61
1	61
1	61
0	61
1	61
1	61
0	61
1	61
0	61
0	61
0	61
1	61
0	61
0	61
1	61
1	61
1	61
1	61
1	61
0	61
0	61
1	61
0	61
0	61
0	61
0	61
0	61
0	61
1	61
0	61
0	61
0	61
1	61
1	61
0	61
1	61
0	61
1	61
1	61
0	61
1	61
1	61
0	61
0	61
0	61
1	61
0	61
1	61
1	61
0	61
1	61
0	61
1	61
1	61
0	61
0	61
1	61
1	61
0	61
0	61
1	61
1	61
0	61
1	61
1	61
1	61
0	61
1	61
0	61
0	61
1	61
1	61
1	61
1	61
1	61
1	61
0	61
0	61
1	61
0	61
0	61
1	61
0	61
0	61
1	61
0	61
1	61
1	61
0	61
1	61
1	61
0	61
1	61
0	61
0	61
1	61
1	61
1	61
0	61
1	61
0	61
0	61
0	61
0	61
0	61
0	61
0	61
1	61
1	61
0	61
1	61
1	61
1	61
1	61
0	61
1	61
1	61
1	61
1	61
0	61
1	61
0	61
0	61
1	61
0	61
0	61
1	61
1	61
1	61
1	61
0	61
1	61
0	61
1	61
0	61
0	61
1	61
1	61
0	61
1	61
0	61
0	61
0	61
1	61
0	61
1	61
0	61
0	61
0	61
1	61
0	61
0	61
0	61
0	61
1	61
0	61
1	61
0	61
0	61
0	61
1	61
0	61
0	61
0	61
1	61
1	61
1	61
0	61
0	61
1	61
1	61
1	61
0	61
0	61
0	61
0	61
0	61
1	61
1	61
1	61
0	61
0	61
1	61
0	61
1	61
0	61
1	61
1	61
1	61
1	61
0	61
1	61
1	61
0	61
1	61
1	61
1	61
1	61
1	61
1	61
1	61
1	61
0	61
1	61
0	61
1	61
1	61
0	61
1	61
1	61
0	61
1	61
1	61
0	61
0	61
0	61
1	61
0	61
0	61
1	61
0	61
0	61
1	61
1	61
0	61
0	61
1	61
0	61
1	61
1	61
1	61
0	61
1	61
0	61
0	61
1	61
0	61
1	61
1	61
0	61
0	61
0	61
1	61
0	61
0	61
1	61
1	61
0	61
1	61
1	61
0	61
1	61
1	61
0	61
0	61
1	61
1	61
0	61
1	61
1	61
1	61
1	61
1	61
0	61
0	61
1	61
1	61
1	61
0	61
0	61
0	61
0	61
1	61
1	61
0	61
0	61
1	61
0	61
1	61
0	61
0	61
0	61
1	61
0	61
1	61
1	61
1	61
0	61
0	61
1	61
1	61
0	61
1	61
1	61
0	61
0	61
0	61
0	61
0	61
0	61
0	61
1	61
1	61
1	61
0	61
1	61
1	61
1	61
1	61
1	61
0	61
1	61
1	61
0	61
1	61
0	61
0	61
0	61
1	61
0	61
0	61
0	61
0	61
0	61
1	61
0	61
0	61
0	61
1	61
1	61
0	61
1	61
1	61
0	61
1	61
0	61
0	61
1	61
0	61
1	61
0	61
1	61
1	61
1	61
0	61
1	61
0	61
1	61
0	61
0	61
1	61
0	61
0	61
0	61
0	61
0	61
1	61
0	61
1	61
1	61
1	61
0	61
0	61
1	61
0	61
1	61
1	61
1	61
1	61
0	61
0	61
0	61
0	61
0	61
1	61
1	61
1	61
1	61
0	61
0	61
1	61
1	61
1	61
0	61
1	61
1	61
1	61
0	61
0	61
1	61
1	61
1	61
1	61
0	61
1	61
1	61
1	61
1	61
0	61
0	61
0	61
0	61
0	61
1	61
1	61
0	61
1	61
1	61
1	61
0	61
1	61
1	61
1	61
1	61
0	61
0	61
0	61
0	61
0	61
0	61
0	61
0	61
0	61
1	61
0	61
0	61
1	61
1	61
0	61
1	61
0	61
1	61
1	61
0	61
1	61
1	61
0	61
1	61
0	61
0	61
0	61
1	61
0	61
0	61
0	61
1	61
1	61
1	61
0	61
0	61
1	61
1	61
1	61
1	61
1	61
0	61
0	61
0	61
1	61
0	61
0	61
1	61
1	61
1	61
0	61
1	61
0	61
0	61
0	61
1	61
0	61
0	61
0	61
0	61
1	61
0	61
1	61
0	61
0	61
1	61
0	61
1	61
0	61
1	61
0	61
0	61
1	61
1	61
0	61
0	61
0	61
1	57
1	57
0	57
1	57
1	57
0	57
0	57
1	57
1	57
1	57
1	57
0	57
0	57
0	57
0	57
0	63
0	63
1	63
0	63
1	63
0	63
0	63
0	63
0	63
0	63
1	63
0	63
1	63
1	63
1	63
0	63
0	63
0	63
1	63
0	63
1	63
1	63
0	63
0	63
1	63
1	63
1	63
1	63
0	63
0	63
1	63
0	63
0	63
0	63
1	63
1	63
1	63
1	63
0	63
1	63
0	63
0	63
1	63
0	63
0	63
0	63
0	63
0	63
1	63
1	63
0	63
1	63
1	63
0	63
0	63
0	63
1	63
1	63
0	63
0	63
1	63
1	63
1	63
1	63
1	63
0	63
0	63
1	63
0	63
0	63
0	63
0	63
0	63
0	63
1	63
0	63
0	63
1	63
0	63
1	63
0	63
0	63
1	63
1	63
1	63
1	63
1	63
1	63
1	63
0	63
1	63
1	63
1	63
1	63
1	63
0	63
1	63
0	63
1	63
0	63
0	63
0	63
1	63
1	63
1	47
1	47
1	47
1	47
0	47
1	47
1	47
0	47
1	47
1	47
1	47
1	47
0	47
1	47
1	47
0	47
1	42
1	42
0	42
0	42
0	42
1	42
0	42
0	42
1	42
0	42
1	42
1	42
0	42
1	42
0	42
0	42
1	42
1	42
1	42
1	42
1	42
0	42
0	42
1	42
1	42
0	42
1	42
0	42
1	42
1	42
0	42
0	42
1	42
0	42
1	42
1	42
0	42
0	42
0	42
1	42
0	42
0	42
0	42
0	42
0	42
1	42
1	42
1	42
1	42
0	42
0	42
1	42
0	42
0	42
1	42
0	42
0	42
0	42
0	42
1	42
1	42
0	42
0	42
1	42
0	42
0	42
1	42
1	42
1	42
0	42
1	42
0	42
0	42
0	42
1	42
1	42
0	42
1	42
0	42
0	42
1	42
1	42
0	42
0	42
1	42
0	42
0	42
0	42
0	42
1	42
0	42
0	42
0	42
0	42
1	42
1	42
0	42
0	42
0	42
0	42
1	42
0	42
0	42
0	42
0	42
0	42
1	42
0	42
0	42
0	42
0	42
1	42
1	42
0	42
1	42
0	42
0	42
0	42
0	42
1	42
1	42
1	42
0	42
0	42
1	42
1	42
1	42
1	42
1	42
1	42
0	42
1	42
0	42
1	42
1	42
1	42
1	42
0	42
